UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
6044,M20903,M,300.7,310.9,10.2,1468,153.73,41.8,6425.86,112,4681.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6045,M20904,M,300.8,310.9,10.1,1522,159.38,41.7,6646.29,115,4795.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6046,L53225,L,300.8,310.9,10.1,1311,137.29,55.8,7660.65,118,6584.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6047,L53226,L,300.9,311,10.1,1316,137.81,56.5,7786.33,120,6780,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6048,H35461,H,300.9,311,10.1,1853,194.05,23.6,4579.48,122,2879.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6049,M20908,M,300.9,311,10.1,1556,162.94,38.8,6322.22,127,4927.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6050,M20909,M,300.9,311,10.1,1567,164.10,34.3,5628.49,130,4459,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6051,M20910,M,300.9,311.1,10.2,1546,161.90,37.7,6103.51,133,5014.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6052,L53231,L,300.9,311,10.1,1382,144.72,51.2,7409.80,136,6963.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6053,L53232,L,300.9,311,10.1,2003,209.75,20.2,4237.02,138,2787.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6054,L53233,L,300.8,310.9,10.1,1748,183.05,29.9,5473.20,140,4186,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6055,H35468,H,300.7,310.8,10.1,1518,158.96,40.1,6374.48,142,5694.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6056,L53235,L,300.7,310.8,10.1,1475,154.46,42,6487.39,147,6174,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6057,L53236,L,300.8,310.8,10,1634,171.11,29.2,4996.47,149,4350.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6058,L53237,L,300.8,310.8,10,1689,176.87,32.9,5819.08,151,4967.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6059,M20918,M,300.9,310.9,10,1636,171.32,35.3,6047.65,153,5400.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6060,L53239,L,300.9,311,10.1,2235,234.05,15.8,3697.97,156,2464.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6061,L53240,L,301,311.1,10.1,1615,169.12,35.6,6020.76,158,5624.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6062,H35475,H,301.1,311.1,10,1618,169.44,29.5,4998.38,160,4720,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6063,M20922,M,301.1,311.2,10.1,1407,147.34,53,7809.06,165,8745,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6064,L53243,L,301.1,311.1,10,1450,151.84,43.3,6574.83,168,7274.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6065,L53244,L,301.1,311.1,10,1889,197.82,23.8,4708.01,170,4046,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6066,L53245,L,301,310.9,9.9,1568,164.20,38.2,6272.46,172,6570.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6067,L53246,L,301,311,10,1804,188.91,25.8,4873.99,174,4489.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6068,L53247,L,301,311,10,1582,165.67,37.5,6212.50,176,6600,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6069,M20928,M,301,310.9,9.9,2047,214.36,17.9,3837.07,178,3186.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6070,L53249,L,300.9,310.9,10,1601,167.66,34,5700.32,181,6154,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6071,L53250,L,300.9,310.9,10,1615,169.12,32,5411.92,183,5856,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6072,M20931,M,300.9,310.8,9.9,1452,152.05,43.6,6629.51,185,8066,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6073,M20932,M,300.9,310.8,9.9,1695,177.50,30.2,5360.50,188,5677.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6074,M20933,M,300.9,310.8,9.9,1790,187.45,26.2,4911.15,191,5004.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6075,M20934,M,301,310.8,9.8,1533,160.54,39.3,6309.04,194,7624.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6076,L53255,L,301,310.9,9.9,1813,189.86,28.5,5410.92,197,5614.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6077,L53256,L,301,310.9,9.9,1492,156.24,36.7,5734.08,199,7303.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6078,L53257,L,300.9,310.7,9.8,1479,154.88,43.3,6706.33,201,8703.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6079,L53258,L,300.8,310.7,9.9,1339,140.22,59.1,8286.99,203,11997.3,1,0,0,0,1,0,,,,,,,,,,,,,,,,
6080,M20939,M,300.8,310.7,9.9,1371,143.57,44.7,6417.61,205,9163.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6081,L53260,L,300.9,310.7,9.8,1468,153.73,36.2,5564.98,208,7529.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6082,L53261,L,300.9,310.7,9.8,1517,158.86,41.7,6624.46,210,8757,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6083,L53262,L,300.9,310.7,9.8,1352,141.58,46.4,6569.36,212,9836.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6084,L53263,L,300.9,310.7,9.8,1389,145.46,50,7272.79,214,10700,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6085,M20944,M,300.8,310.6,9.8,1505,157.60,36.2,5705.24,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6086,L53265,L,300.9,310.6,9.7,1538,161.06,36.7,5910.86,3,110.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6087,L53266,L,300.9,310.8,9.9,1482,155.19,37,5742.20,5,185,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6088,M20947,M,300.9,310.8,9.9,1599,167.45,33,5525.75,7,231,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6089,L53268,L,300.9,310.8,9.9,1476,154.57,39,6028.09,10,390,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6090,L53269,L,300.9,310.7,9.8,1509,158.02,37.5,5925.83,12,450,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6091,L53270,L,300.9,310.8,9.9,1708,178.86,29.1,5204.87,14,407.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6092,L53271,L,300.9,310.7,9.8,1412,147.86,57.5,8502.20,16,920,1,0,0,0,0,1,,,,,,,,,,,,,,,,
6093,L53272,L,300.9,310.7,9.8,1658,173.63,28.5,4948.32,18,513,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6094,L53273,L,301,310.8,9.8,1375,143.99,57.2,8236.21,20,1144,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6095,M20954,M,300.9,310.8,9.9,1402,146.82,48.1,7061.90,22,1058.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6096,M20955,M,300.9,310.7,9.8,1452,152.05,47.3,7192.11,25,1182.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6097,M20956,M,300.8,310.7,9.9,1483,155.30,40.8,6336.22,28,1142.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6098,H35511,H,300.9,310.8,9.9,1477,154.67,38.4,5939.37,31,1190.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6099,M20958,M,300.8,310.7,9.9,1924,201.48,22.4,4513.17,36,806.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6100,H35513,H,300.9,310.7,9.8,1609,168.49,28.7,4835.78,39,1119.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6101,M20960,M,300.8,310.7,9.9,1886,197.50,21.1,4167.28,44,928.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6102,L53281,L,300.7,310.6,9.9,1616,169.23,29.6,5009.12,47,1391.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6103,L53282,L,300.7,310.7,10,1442,151.01,43.2,6523.45,49,2116.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6104,L53283,L,300.8,310.8,10,1407,147.34,45.1,6645.07,51,2300.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6105,M20964,M,300.8,310.8,10,1461,153.00,41.3,6318.72,53,2188.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6106,M20965,M,300.8,310.9,10.1,1522,159.38,46.2,7363.52,56,2587.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6107,L53286,L,300.9,311,10.1,1432,149.96,48.1,7213.01,59,2837.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6108,L53287,L,300.9,311,10.1,1438,150.59,49,7378.76,61,2989,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6109,M20968,M,300.8,310.9,10.1,1678,175.72,28.1,4937.72,63,1770.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6110,M20969,M,300.8,310.9,10.1,1514,158.55,38.7,6135.72,66,2554.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6111,L53290,L,300.7,310.8,10.1,1534,160.64,41.3,6634.44,69,2849.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6112,M20971,M,300.7,310.8,10.1,1486,155.61,41.2,6411.28,71,2925.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6113,L53292,L,300.7,310.8,10.1,1925,201.59,22,4434.88,74,1628,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6114,M20973,M,300.7,310.8,10.1,1724,180.54,30,5416.11,76,2280,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6115,M20974,M,300.8,310.8,10,1549,162.21,35.5,5758.49,79,2804.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6116,L53295,L,300.8,310.9,10.1,1457,152.58,47.7,7277.91,82,3911.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6117,L53296,L,300.8,310.9,10.1,1453,152.16,43.9,6679.73,84,3687.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6118,L53297,L,300.8,311,10.2,1578,165.25,44.4,7337.00,86,3818.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6119,M20978,M,300.9,311.1,10.2,1325,138.75,61.4,8519.48,88,5403.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6120,L53299,L,300.9,311.1,10.2,1471,154.04,39.3,6053.88,91,3576.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6121,M20980,M,300.9,311.2,10.3,1472,154.15,40,6165.90,93,3720,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6122,L53301,L,300.9,311.1,10.2,1457,152.58,37.4,5706.37,96,3590.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6123,L53302,L,301,311,10,1402,146.82,55.3,8118.99,98,5419.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6124,L53303,L,300.9,310.9,10,1477,154.67,41.5,6418.85,100,4150,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6125,M20984,M,300.9,310.9,10,1727,180.85,30.1,5443.62,102,3070.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6126,L53305,L,300.9,310.9,10,1995,208.92,20.2,4220.10,105,2121,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6127,L53306,L,300.9,310.9,10,1370,143.47,52.5,7531.97,107,5617.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6128,L53307,L,300.9,310.9,10,1228,128.60,66.4,8538.77,109,7237.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6129,L53308,L,300.9,311,10.1,1499,156.97,38,5965.05,111,4218,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6130,M20989,M,301,311,10,1508,157.92,46.9,7406.33,113,5299.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6131,L53310,L,301,310.9,9.9,1473,154.25,44.2,6817.95,116,5127.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6132,H35545,H,301,311,10,1640,171.74,37.6,6457.44,118,4436.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6133,L53312,L,301.1,311.1,10,1429,149.64,42.5,6359.89,123,5227.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6134,L53313,L,301.1,311.1,10,1470,153.94,40.9,6296.07,125,5112.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6135,L53314,L,301,311,10,1581,165.56,37,6125.79,127,4699,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6136,L53315,L,301,310.9,9.9,1740,182.21,28.9,5265.94,129,3728.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6137,H35550,H,300.9,310.8,9.9,1390,145.56,40.6,5909.75,131,5318.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6138,M20997,M,300.9,310.8,9.9,1988,208.18,19.7,4101.20,136,2679.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6139,M20998,M,300.8,310.7,9.9,1452,152.05,43,6538.28,139,5977,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6140,L53319,L,300.8,310.7,9.9,1586,166.09,33.4,5547.26,142,4742.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6141,L53320,L,300.8,310.7,9.9,1589,166.40,34.3,5707.51,144,4939.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6142,L53321,L,300.8,310.8,10,1486,155.61,45.7,7111.54,146,6672.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6143,L53322,L,300.9,310.9,10,1755,183.78,27.9,5127.55,148,4129.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6144,M21003,M,301,310.9,9.9,1575,164.93,34.6,5706.70,150,5190,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6145,M21004,M,301.1,311.1,10,1615,169.12,37.7,6375.91,153,5768.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6146,M21005,M,301.1,311.1,10,1436,150.38,41.8,6285.78,156,6520.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6147,M21006,M,301.1,311.1,10,1470,153.94,40.6,6249.88,159,6455.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6148,M21007,M,301.1,311.1,10,2089,218.76,19.8,4331.44,162,3207.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6149,L53328,L,301.1,311.2,10.1,1564,163.78,37,6059.92,165,6105,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6150,M21009,M,301,311.1,10.1,1420,148.70,47.4,7048.48,167,7915.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6151,L53330,L,301.1,311.1,10,1711,179.18,29.1,5214.01,170,4947,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6152,L53331,L,301.1,311.2,10.1,1555,162.84,35.3,5748.22,172,6071.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6153,M21012,M,301.1,311.1,10,1592,166.71,35.7,5951.68,174,6211.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6154,L53333,L,301,311.1,10.1,1236,129.43,64.4,8335.52,177,11398.8,1,0,0,0,1,0,,,,,,,,,,,,,,,,
6155,M21014,M,301,310.9,9.9,1765,184.83,24.2,4472.89,179,4331.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6156,L53335,L,301,311,10,1634,171.11,31.2,5338.70,182,5678.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6157,L53336,L,301.1,311.1,10,1508,157.92,41.5,6553.57,184,7636,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6158,L53337,L,301.1,311.2,10.1,1774,185.77,29.6,5498.88,186,5505.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6159,L53338,L,301.1,311,9.9,1677,175.62,29.1,5110.40,188,5470.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6160,L53339,L,301,311,10,1399,146.50,58,8497.17,190,11020,1,0,0,0,1,0,,,,,,,,,,,,,,,,
6161,L53340,L,301,310.9,9.9,1570,164.41,34,5589.94,192,6528,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6162,L53341,L,301,310.9,9.9,1479,154.88,44.3,6861.21,194,8594.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6163,L53342,L,301,310.8,9.8,1558,163.15,34.9,5694.05,196,6840.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6164,L53343,L,300.8,310.7,9.9,1358,142.21,48.1,6840.27,198,9523.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6165,H35578,H,300.9,310.7,9.8,1656,173.42,30.7,5323.87,200,6140,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6166,L53345,L,300.9,310.7,9.8,1523,159.49,35.8,5709.68,205,7339,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6167,H35580,H,300.9,310.7,9.8,1403,146.92,40.6,5965.03,207,8404.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6168,M21027,M,300.9,310.7,9.8,1362,142.63,51.6,7359.62,212,10939.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6169,M21028,M,300.7,310.6,9.9,1778,186.19,27.1,5045.80,215,5826.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6170,L53349,L,300.7,310.5,9.8,1448,151.63,38.2,5792.43,218,8327.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6171,H35584,H,300.8,310.5,9.7,1559,163.26,40.1,6546.65,220,8822,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6172,L53351,L,300.8,310.6,9.8,1416,148.28,42.2,6257.55,225,9495,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6173,L53352,L,300.8,310.6,9.8,1577,165.14,37.9,6258.92,227,8603.3,1,1,0,0,0,0,,,,,,,,,,,,,,,,
6174,L53353,L,300.8,310.7,9.9,1633,171.01,27.8,4754.00,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6175,L53354,L,300.9,310.7,9.8,1573,164.72,31.2,5139.39,2,62.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6176,L53355,L,300.9,310.8,9.9,1517,158.86,44.3,7037.49,4,177.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6177,L53356,L,301,310.9,9.9,1515,158.65,37.3,5917.66,6,223.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6178,L53357,L,301,310.8,9.8,1527,159.91,45.3,7243.79,8,362.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6179,L53358,L,301.1,310.9,9.8,1282,134.25,67.9,9115.62,10,679,1,0,0,1,0,0,,,,,,,,,,,,,,,,
6180,M21039,M,301.1,310.9,9.8,1396,146.19,45.1,6593.11,12,541.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6181,L53360,L,301,310.9,9.9,1492,156.24,44.6,6968.39,15,669,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6182,L53361,L,301,310.8,9.8,1975,206.82,19.7,4074.38,17,334.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6183,L53362,L,301,310.8,9.8,1475,154.46,35.3,5452.50,19,670.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6184,H35597,H,301,310.9,9.9,1495,156.56,37.3,5839.54,21,783.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6185,L53364,L,301,311,10,1553,162.63,35.8,5822.15,26,930.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6186,L53365,L,301.1,311,9.9,1918,200.85,21.7,4358.50,28,607.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6187,M21046,M,301.1,311,9.9,1413,147.97,46.6,6895.36,30,1398,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6188,L53367,L,301,311,10,1437,150.48,56,8427.01,33,1848,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6189,L53368,L,301,310.9,9.9,1450,151.84,45.9,6969.62,35,1606.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6190,M21049,M,301,310.9,9.9,1910,200.01,21.9,4380.32,37,810.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6191,L53370,L,300.9,310.9,10,1749,183.15,26.4,4835.29,40,1056,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6192,H35605,H,301,310.9,9.9,1916,200.64,22,4414.15,42,924,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6193,L53372,L,301,310.9,9.9,1428,149.54,45.3,6774.15,47,2129.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6194,L53373,L,301,310.9,9.9,1578,165.25,38.4,6345.51,49,1881.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6195,L53374,L,300.9,310.8,9.9,1571,164.51,39.9,6564.14,51,2034.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6196,L53375,L,300.9,310.8,9.9,1729,181.06,30.2,5468.03,53,1600.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6197,L53376,L,300.9,310.8,9.9,1701,178.13,30.4,5415.10,55,1672,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6198,L53377,L,300.9,310.8,9.9,1493,156.35,45.8,7160.67,57,2610.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6199,M21058,M,301,310.9,9.9,1554,162.73,32.7,5321.42,59,1929.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6200,L53379,L,300.9,310.9,10,1497,156.77,43.2,6772.27,62,2678.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6201,L53380,L,301,310.9,9.9,1679,175.82,29.8,5239.57,64,1907.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6202,M21061,M,301,310.9,9.9,1510,158.13,44.5,7036.64,66,2937,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6203,L53382,L,301,310.9,9.9,1296,135.72,54.9,7450.85,69,3788.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6204,L53383,L,301,310.9,9.9,1404,147.03,41.8,6145.71,71,2967.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6205,M21064,M,300.9,310.8,9.9,1519,159.07,34.9,5551.52,73,2547.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6206,M21065,M,300.9,310.7,9.8,1696,177.60,27.3,4848.61,76,2074.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6207,M21066,M,300.8,310.6,9.8,1669,174.78,28.4,4963.67,79,2243.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6208,L53387,L,300.7,310.6,9.9,1447,151.53,40.7,6167.25,82,3337.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6209,M21068,M,300.7,310.6,9.9,1418,148.49,46.3,6875.21,84,3889.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6210,L53389,L,300.7,310.6,9.9,1407,147.34,40.5,5967.30,87,3523.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6211,L53390,L,300.8,310.5,9.7,1434,150.17,44.5,6682.48,89,3960.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6212,L53391,L,300.8,310.6,9.8,1360,142.42,48.8,6950.04,91,4440.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6213,L53392,L,300.8,310.6,9.8,1402,146.82,53.7,7884.08,93,4994.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6214,L53393,L,300.9,310.6,9.7,1552,162.53,34.9,5672.12,95,3315.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6215,L53394,L,300.9,310.7,9.8,1392,145.77,44.2,6443.03,97,4287.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6216,L53395,L,301.1,310.8,9.7,1521,159.28,41,6530.43,99,4059,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6217,L53396,L,301.1,310.8,9.7,1724,180.54,27.5,4964.76,101,2777.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6218,M21077,M,301,310.7,9.7,1455,152.37,46.1,7024.13,103,4748.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6219,H35632,H,301,310.6,9.6,1366,143.05,50.6,7238.19,106,5363.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6220,H35633,H,301.1,310.6,9.5,1407,147.34,43.9,6468.26,111,4872.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6221,L53400,L,301.1,310.8,9.7,1470,153.94,49.3,7589.15,116,5718.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6222,M21081,M,301.2,310.9,9.7,1359,142.31,50.8,7229.56,118,5994.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6223,H35636,H,301.1,310.8,9.7,1792,187.66,25.8,4841.57,121,3121.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6224,M21083,M,301.1,310.9,9.8,1552,162.53,37.9,6159.70,126,4775.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6225,L53404,L,301.2,311,9.8,1612,168.81,32.9,5553.79,129,4244.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6226,M21085,M,301.2,311,9.8,1424,149.12,41.4,6173.61,131,5423.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6227,H35640,H,301.3,311,9.7,1341,140.43,59.3,8327.45,134,7946.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6228,L53407,L,301.2,310.8,9.6,1479,154.88,38.2,5916.44,139,5309.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6229,L53408,L,301.2,310.9,9.7,1413,147.97,50.1,7413.25,141,7064.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6230,L53409,L,301.3,310.9,9.6,2165,226.72,17.4,3944.90,143,2488.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6231,M21090,M,301.3,311,9.7,1641,171.85,33,5670.89,145,4785,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6232,M21091,M,301.3,311,9.7,1495,156.56,40.8,6387.49,148,6038.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6233,L53412,L,301.3,311,9.7,1576,165.04,30.4,5017.17,151,4590.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6234,L53413,L,301.2,310.9,9.7,1467,153.62,37.1,5699.45,153,5676.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6235,L53414,L,301.2,310.8,9.6,1479,154.88,41.2,6381.08,155,6386,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6236,L53415,L,301.3,310.9,9.6,1596,167.13,33.9,5665.80,157,5322.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6237,M21096,M,301.3,310.9,9.6,1512,158.34,36.9,5842.61,159,5867.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6238,L53417,L,301.4,310.9,9.5,1414,148.07,38.8,5745.26,162,6285.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6239,L53418,L,301.3,310.8,9.5,1390,145.56,57.4,8355.17,164,9413.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6240,L53419,L,301.2,310.7,9.5,1644,172.16,31.6,5440.23,166,5245.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6241,M21100,M,301.2,310.7,9.5,1394,145.98,42.8,6247.92,168,7190.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
